Player,Position,Team,Rebounds,Assists,Steals,Blocks,Turnovers,Fantasy_Points
Wendell Carter Jr.,C,ORL,0,0,0,0,0,75.9
Bilal Coulibaly,SF,WAS,0,0,0,0,0,80.4
Anthony Davis,C,LAL,0,0,0,0,0,126.4
Justin Champagnie,SF,WAS,0,0,0,0,0,48.3
Julian Champagnie,SF,SAS,0,0,0,0,0,93.6
Cameron Johnson,SF,BKN,0,0,0,0,0,103.2
Tyler Herro,SG,MIA,0,0,0,0,0,188.1
Gradey Dick,SG,TOR,0,0,0,0,0,79.8
Jalen Green,SG,HOU,0,0,0,0,0,114.3
Alperen Sengun,C,HOU,0,0,0,0,0,187.2
Kevin Durant,PF,PHO,0,0,0,0,0,195.9
T.J. McConnell,PG,IND,0,0,0,0,0,74.1
Brandon Miller,SF,CHA,0,0,0,0,0,39.6
Malik Monk,SG,SAC,0,0,0,0,0,64.4
Duncan Robinson,SF,MIA,0,0,0,0,0,2.4
Jordan Clarkson,SG,UTA,0,0,0,0,0,80.8
Isaiah Hartenstein,C,OKC,0,0,0,0,0,156.6
Jayson Tatum,PF,BOS,0,0,0,0,0,180.4
Herbert Jones,SF,NOP,0,0,0,0,0,54.2
Quentin Grimes,SG,DAL,0,0,0,0,0,81.6
Mark Williams,C,CHA,0,0,0,0,0,102.4
Jaylen Brown,SF,BOS,0,0,0,0,0,243.0
Jonathan Kuminga,PF,GSW,0,0,0,0,0,192.1
Luguentz Dort,SG,OKC,0,0,0,0,0,29.3
Coby White,PG,CHI,0,0,0,0,0,108.9
Jordan Poole,SG,WAS,0,0,0,0,0,106.3
Luka Doncic,PG,DAL,0,0,0,0,0,79.4
Darius Garland,PG,CLE,0,0,0,0,0,101.5
Naz Reid,C,MIN,0,0,0,0,0,104.4
Spencer Dinwiddie,PG,DAL,0,0,0,0,0,84.6
Cason Wallace,SG,OKC,0,0,0,0,0,31.1
Al Horford,C,BOS,0,0,0,0,0,13.5
De'Aaron Fox,PG,SAC,0,0,0,0,0,115.7
Jusuf Nurkic,C,PHO,0,0,0,0,0,64.4
Bennedict Mathurin,SF,IND,0,0,0,0,0,108.4
Yves Missi,C,NOP,0,0,0,0,0,48.0
Andrew Wiggins,SF,GSW,0,0,0,0,0,116.5
Trey Murphy III,SF,NOP,0,0,0,0,0,90.2
Rudy Gobert,C,MIN,0,0,0,0,0,114.0
CJ McCollum,SG,NOP,0,0,0,0,0,80.4
Daniel Gafford,C,DAL,0,0,0,0,0,80.3
Trevelin Queen,SG,ORL,0,0,0,0,0,43.5
Jaren Jackson Jr.,C,MEM,0,0,0,0,0,180.9
Kelly Oubre Jr.,SF,PHL,0,0,0,0,0,59.7
Clint Capela,C,ATL,0,0,0,0,0,94.7
Trae Young,PG,ATL,0,0,0,0,0,203.4
Ja Morant,PG,MEM,0,0,0,0,0,114.5
Walker Kessler,C,UTA,0,0,0,0,0,98.1
Kenrich Williams,SF,OKC,0,0,0,0,0,46.4
James Harden,PG,LAC,0,0,0,0,0,79.2
Jrue Holiday,PG,BOS,0,0,0,0,0,42.1
Toumani Camara,PF,POR,0,0,0,0,0,40.5
Draymond Green,PF,GSW,0,0,0,0,0,85.1
Dennis Schroder,PG,GSW,0,0,0,0,0,71.2
D'Angelo Russell,PG,BKN,0,0,0,0,0,18.4
Zaccharie Risacher,SF,ATL,0,0,0,0,0,53.2
Desmond Bane,SG,MEM,0,0,0,0,0,178.9
Victor Wembanyama,C,SAS,0,0,0,0,0,283.9
Miles Bridges,SF,CHA,0,0,0,0,0,154.9
Nic Claxton,C,BKN,0,0,0,0,0,99.4
Harrison Barnes,PF,SAS,0,0,0,0,0,61.6
Jerami Grant,PF,POR,0,0,0,0,0,65.9
Fred VanVleet,PG,HOU,0,0,0,0,0,183.3
Dyson Daniels,SG,ATL,0,0,0,0,0,88.7
Jalen Duren,C,DET,0,0,0,0,0,91.2
Jaylen Wells,SG,MEM,0,0,0,0,0,52.5
Mikal Bridges,SF,NYK,0,0,0,0,0,180.9
Chris Paul,PG,SAS,0,0,0,0,0,122.4
Max Christie,SG,LAL,0,0,0,0,0,35.7
Tristan da Silva,SF,ORL,0,0,0,0,0,85.8
Anfernee Simons,SG,POR,0,0,0,0,0,80.4
Miles McBride,PG,NYK,0,0,0,0,0,34.1
Kristaps Porzingis,C,BOS,0,0,0,0,0,43.2
Caris LeVert,SG,CLE,0,0,0,0,0,47.2
Ivica Zubac,C,LAC,0,0,0,0,0,115.0
Deandre Ayton,C,POR,0,0,0,0,0,106.1
Collin Sexton,SG,UTA,0,0,0,0,0,129.5
Jaylin Williams,C,OKC,0,0,0,0,0,10.9
Malik Beasley,SG,DET,0,0,0,0,0,100.3
Zach LaVine,SG,CHI,0,0,0,0,0,125.9
Shai Gilgeous-Alexander,PG,OKC,0,0,0,0,0,294.2
Ochai Agbaji,SF,TOR,0,0,0,0,0,21.4
Evan Mobley,PF,CLE,0,0,0,0,0,109.0
